puzzle_path,weight_mode,include_filled_edges,algorithm,solve_time_ms,decision_count,fiedler_value,trace_laplacian
/home/blake/m508/custompuzzles/Custom-0012.txt,overlap,1,BacktrackingSolver,0.436566,159,0.0,61.7777777777778
/home/blake/m508/custompuzzles/Custom-0012.txt,overlap,1,ForwardCheckingSolver,0.829415,47,0.0,61.7777777777778
/home/blake/m508/custompuzzles/Custom-0012.txt,overlap,1,AC3Solver,8.947514,47,0.0,61.7777777777778
/home/blake/m508/custompuzzles/Custom-0012.txt,inv_overlap,1,BacktrackingSolver,0.450392,159,5121345.86563562,1234000307.6664
/home/blake/m508/custompuzzles/Custom-0012.txt,inv_overlap,1,ForwardCheckingSolver,0.900645,47,5121345.86563562,1234000307.6664
/home/blake/m508/custompuzzles/Custom-0012.txt,inv_overlap,1,AC3Solver,8.902627,47,5121345.86563562,1234000307.6664
/home/blake/m508/custompuzzles/Custom-0012.txt,binary,0,BacktrackingSolver,0.439199,159,0.0,530.0
/home/blake/m508/custompuzzles/Custom-0012.txt,binary,0,ForwardCheckingSolver,0.620384,47,0.0,530.0
/home/blake/m508/custompuzzles/Custom-0012.txt,binary,0,AC3Solver,9.177861,47,0.0,530.0
/home/blake/m508/custompuzzles/Custom-0012.txt,overlap,0,BacktrackingSolver,0.469055,159,0.0,61.7777777777778
/home/blake/m508/custompuzzles/Custom-0012.txt,overlap,0,ForwardCheckingSolver,0.530686,47,0.0,61.7777777777778
/home/blake/m508/custompuzzles/Custom-0012.txt,overlap,0,AC3Solver,8.782708,47,0.0,61.7777777777778
/home/blake/m508/custompuzzles/Custom-0012.txt,inv_overlap,0,BacktrackingSolver,0.471415,159,0.0,144000307.666396
/home/blake/m508/custompuzzles/Custom-0012.txt,inv_overlap,0,ForwardCheckingSolver,0.558466,47,0.0,144000307.666396
/home/blake/m508/custompuzzles/Custom-0012.txt,inv_overlap,0,AC3Solver,9.003596,47,0.0,144000307.666396
/home/blake/m508/custompuzzles/Custom-0013.txt,binary,1,BacktrackingSolver,0.470895,178,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0013.txt,binary,1,ForwardCheckingSolver,0.591935,47,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0013.txt,binary,1,AC3Solver,8.538518,47,8.99999999999998,1620.0
