rank,prime,time_ns
127909075,2640068413,42173664
127949724,2640951967,42718855
128382399,2650343369,42844666
128394174,2650598957,42760478
128438460,2651562491,42817607
128460049,2652031667,44817135
128561467,2654233577,44359401
128836724,2660202073,42695022
128903250,2661647291,42777060
129289172,2670024439,43422406
129454666,2673617593,42507803
129539459,2675454739,42348420
129589051,2676528083,42916429
129709890,2679151337,42610510
129877862,2682799423,42681624
130072821,2687038741,42900782
130255033,2690986267,42728445
131245237,2712485639,42536411
131390266,2715637139,42756873
131638007,2721020417,42961322
131899693,2726707771,42894247
131910432,2726941853,43563036
132077968,2730593233,43270200
132082685,2730696317,43360081
132266787,2734692047,43389571
132400174,2737596077,42968417
132514454,2740076623,43215436
132555899,2740973351,43515480
132680452,2743684313,42982516
132684431,2743772023,43127780
133225553,2755541057,43517213
133675486,2765325677,43170396
134306462,2779035239,43370104
134331077,2779572283,43486839
134832129,2790468209,43347764
135575465,2806629461,43594031
135840726,2812409947,44099558
136035711,2816649149,43708323
136093065,2817896953,43669851
136236848,2821021253,44047309
136333334,2823115877,43599789
136556943,2827984541,43783808
136704402,2831193077,43819039
136946743,2836472591,44714313
137283553,2843807357,44761975
137580415,2850266803,43940490
137813762,2855343493,43640769
138034563,2860151029,44125241
138199192,2863730479,44314066
138351589,2867049931,44221700
138633965,2873198719,44340604
138793166,2876666057,44800108
139083670,2882995679,44152403
139552817,2893219601,44299869
140085448,2904819821,44494589
140095167,2905033013,44166293
140477305,2913362149,44209807
140986721,2924469143,44794456
141022255,2925240359,44580144
141387536,2933198839,44842910
141478010,2935170451,44934527
141518278,2936051537,44790269
141683603,2939656939,44923709
141777047,2941686161,45061757
141852848,2943341431,45330335
142082406,2948347601,45610957
142521251,2957927113,45883013
142629390,2960284661,44718652
142903476,2966256547,46883365
143021018,2968819817,47173870
143208060,2972907269,45160434
143444072,2978054551,44712625
143453612,2978261809,45208211
143671077,2983003873,44953627
143728930,2984264861,45053514
143735557,2984410189,45440459
143766339,2985084551,44868771
144395716,2998822273,45004569
144443332,2999865793,45113262
144491884,3000923797,45277335
144624932,3003830161,45146629
145712783,3027584953,45826587
145777173,3028987933,45239504
145828190,3030104773,45333847
145852916,3030647093,45952567
